Id;family;genus;species;taxonomic.rank;taxon;LME;FAO;habitat;reference.habitat;feeding.mode;reference.feeding.mode;tl;level.tl;reference.tl;body.shape;fin.shape;AR;level.AR;reference.AR;offspring.size;level.offspring.size;reference.offspring.size;spawning.type;reference.spawning.type;age.maturity;level.age.maturity;reference.age.maturity;fecundity;level.fecundity;reference.fecundity;length.infinity;growth.coefficient;level.growth;reference.growth;length.max;level.length.max;reference.length.max;age.max;level.age.max;reference.age.max
59;Agonidae;Aspidophoroides;olrikii;S;Aspidophoroides olrikii;1;61;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.25;spe;FroesePauly2018;elongated;truncate;0.97;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;inferred from family;4.7;gen-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;16;0.23;gen-ocean;FroesePauly2018;9;spe;FroesePauly2018;7;gen-ocean;FroesePauly2018
60;Agonidae;Aspidophoroides;olrikii;S;Aspidophoroides olrikii;1;67;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.25;spe;FroesePauly2018;elongated;truncate;0.97;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;gen-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;16;0.23;gen-ocean;FroesePauly2018;9;spe;FroesePauly2018;7;gen-FAO;FroesePauly2018
61;Agonidae;Aspidophoroides;olrikii;S;Aspidophoroides olrikii;7;21;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.25;spe;FroesePauly2018;elongated;truncate;0.97;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;gen-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;16;0.23;gen-ocean;FroesePauly2018;9;spe;FroesePauly2018;7;gen-FAO;FroesePauly2018
62;Agonidae;Aspidophoroides;olrikii;S;Aspidophoroides olrikii;8;21;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.25;spe;FroesePauly2018;elongated;truncate;0.97;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;gen-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;16;0.23;gen-ocean;FroesePauly2018;9;spe;FroesePauly2018;7;gen-FAO;FroesePauly2018
63;Agonidae;Aspidophoroides;olrikii;S;Aspidophoroides olrikii;20;27;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.25;spe;FroesePauly2018;elongated;truncate;0.97;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;gen-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;16;0.23;gen-ocean;FroesePauly2018;9;spe;FroesePauly2018;7;gen-FAO;FroesePauly2018
64;Agonidae;Aspidophoroides;olrikii;S;Aspidophoroides olrikii;54;61;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.25;spe;FroesePauly2018;elongated;truncate;0.97;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;gen-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;16;0.23;gen-ocean;FroesePauly2018;9;spe;FroesePauly2018;7;gen-FAO;FroesePauly2018
65;Agonidae;Aspidophoroides;olrikii;S;Aspidophoroides olrikii;54;67;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.25;spe;FroesePauly2018;elongated;truncate;0.97;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;gen-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;16;0.23;gen-ocean;FroesePauly2018;9;spe;FroesePauly2018;7;gen-FAO;FroesePauly2018
66;Agonidae;Bathyagonus;alascanus;S;Bathyagonus alascanus;1;61;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.24;family;FroesePauly2018;elongated;rounded;0.95;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;16;0.33;fam-ocean;FroesePauly2018;13;spe;FroesePauly2018;9;gen;FroesePauly2018
67;Agonidae;Bathyagonus;alascanus;S;Bathyagonus alascanus;1;67;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.24;family;FroesePauly2018;elongated;rounded;0.95;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;19;0.46;fam-FAO;FroesePauly2018;13;spe;FroesePauly2018;9;gen;FroesePauly2018
68;Agonidae;Bathyagonus;alascanus;S;Bathyagonus alascanus;2;67;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.24;family;FroesePauly2018;elongated;rounded;0.95;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;19;0.46;fam-FAO;FroesePauly2018;13;spe;FroesePauly2018;9;gen;FroesePauly2018
69;Agonidae;Bathyagonus;alascanus;S;Bathyagonus alascanus;3;67;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.24;family;FroesePauly2018;elongated;rounded;0.95;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;19;0.46;fam-LME;FroesePauly2018;13;spe;FroesePauly2018;9;gen;FroesePauly2018
70;Agonidae;Bathyagonus;infraspinatus;S;Bathyagonus infraspinatus;1;61;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.24;family;FroesePauly2018;elongated;rounded;1.01;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;inferred from genus;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;16;0.33;fam-ocean;FroesePauly2018;12;spe;FroesePauly2018;9;gen;FroesePauly2018
71;Agonidae;Bathyagonus;infraspinatus;S;Bathyagonus infraspinatus;1;67;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.24;family;FroesePauly2018;elongated;rounded;1.01;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;inferred from genus;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;19;0.46;fam-FAO;FroesePauly2018;12;spe;FroesePauly2018;9;gen;FroesePauly2018
72;Agonidae;Bathyagonus;infraspinatus;S;Bathyagonus infraspinatus;2;67;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.24;family;FroesePauly2018;elongated;rounded;1.01;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;inferred from genus;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;19;0.46;fam-FAO;FroesePauly2018;12;spe;FroesePauly2018;9;gen;FroesePauly2018
73;Agonidae;Bathyagonus;nigripinnis;S;Bathyagonus nigripinnis;1;67;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.24;family;FroesePauly2018;elongated;rounded;0.71;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;19;0.46;fam-FAO;FroesePauly2018;24;spe;FroesePauly2018;9;spe;FroesePauly2018
74;Agonidae;Bathyagonus;nigripinnis;S;Bathyagonus nigripinnis;2;21;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.24;family;FroesePauly2018;elongated;rounded;0.71;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;16;0.33;fam-ocean;FroesePauly2018;24;spe;FroesePauly2018;9;spe;FroesePauly2018
75;Agonidae;Bathyagonus;nigripinnis;S;Bathyagonus nigripinnis;2;67;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.24;family;FroesePauly2018;elongated;rounded;0.71;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;19;0.46;fam-FAO;FroesePauly2018;24;spe;FroesePauly2018;9;spe;FroesePauly2018
76;Agonidae;Bathyagonus;nigripinnis;S;Bathyagonus nigripinnis;3;67;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.24;family;FroesePauly2018;elongated;rounded;0.71;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;19;0.46;fam-LME;FroesePauly2018;24;spe;FroesePauly2018;9;spe;FroesePauly2018
77;Agonidae;Bathyagonus;nigripinnis;S;Bathyagonus nigripinnis;3;77;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.24;family;FroesePauly2018;elongated;rounded;0.71;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;19;0.46;fam-LME;FroesePauly2018;24;spe;FroesePauly2018;9;spe;FroesePauly2018
78;Agonidae;Bathyagonus;nigripinnis;S;Bathyagonus nigripinnis;65;61;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.24;family;FroesePauly2018;elongated;rounded;0.71;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;16;0.33;fam-ocean;FroesePauly2018;24;spe;FroesePauly2018;9;spe;FroesePauly2018
79;Agonidae;Bathyagonus;nigripinnis;S;Bathyagonus nigripinnis;65;67;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.24;family;FroesePauly2018;elongated;rounded;0.71;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;19;0.46;fam-FAO;FroesePauly2018;24;spe;FroesePauly2018;9;spe;FroesePauly2018
80;Agonidae;Bathyagonus;pentacanthus;S;Bathyagonus pentacanthus;1;67;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.24;family;FroesePauly2018;elongated;rounded;0.86;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;19;0.46;fam-FAO;FroesePauly2018;23;spe;FroesePauly2018;9;gen;FroesePauly2018
81;Agonidae;Bathyagonus;pentacanthus;S;Bathyagonus pentacanthus;2;67;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.24;family;FroesePauly2018;elongated;rounded;0.86;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;19;0.46;fam-FAO;FroesePauly2018;23;spe;FroesePauly2018;9;gen;FroesePauly2018
82;Agonidae;Bathyagonus;pentacanthus;S;Bathyagonus pentacanthus;3;67;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.24;family;FroesePauly2018;elongated;rounded;0.86;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;19;0.46;fam-LME;FroesePauly2018;23;spe;FroesePauly2018;9;gen;FroesePauly2018
83;Agonidae;Bathyagonus;pentacanthus;S;Bathyagonus pentacanthus;3;77;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.24;family;FroesePauly2018;elongated;rounded;0.86;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;19;0.46;fam-LME;FroesePauly2018;23;spe;FroesePauly2018;9;gen;FroesePauly2018
84;Agonidae;Bathyagonus;;G;Bathyagonus;1;67;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.24;family;FroesePauly2018;elongated;rounded;0.88;gen;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;inferred from genus;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;19;0.46;fam-FAO;FroesePauly2018;18;gen;FroesePauly2018;9;gen;FroesePauly2018
85;Agonidae;Bathyagonus;;G;Bathyagonus;2;67;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.24;family;FroesePauly2018;elongated;rounded;0.88;gen;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;inferred from genus;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;19;0.46;fam-FAO;FroesePauly2018;18;gen;FroesePauly2018;9;gen;FroesePauly2018
86;Agonidae;Bathyagonus;;G;Bathyagonus;3;77;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.24;family;FroesePauly2018;elongated;rounded;0.88;gen;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;inferred from genus;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;19;0.46;fam-FAO;FroesePauly2018;18;gen;FroesePauly2018;9;gen;FroesePauly2018
87;Agonidae;Bathyagonus;;G;Bathyagonus;65;67;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.24;family;FroesePauly2018;elongated;rounded;0.88;gen;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;inferred from genus;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;19;0.46;fam-FAO;FroesePauly2018;18;gen;FroesePauly2018;9;gen;FroesePauly2018
88;Agonidae;Chesnonia;verrucosa;S;Chesnonia verrucosa;1;67;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from family;3.24;family;FroesePauly2018;elongated;rounded;0.73;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;19;0.46;fam-FAO;FroesePauly2018;20;spe;FroesePauly2018;7;fam;FroesePauly2018
89;Agonidae;Chesnonia;verrucosa;S;Chesnonia verrucosa;3;67;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from family;3.24;family;FroesePauly2018;elongated;rounded;0.73;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;19;0.46;fam-LME;FroesePauly2018;20;spe;FroesePauly2018;7;fam;FroesePauly2018
90;Agonidae;Chesnonia;verrucosa;S;Chesnonia verrucosa;3;77;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from family;3.24;family;FroesePauly2018;elongated;rounded;0.73;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;19;0.46;fam-LME;FroesePauly2018;20;spe;FroesePauly2018;7;fam;FroesePauly2018
91;Agonidae;Hypsagonus;quadricornis;S;Hypsagonus quadricornis;1;61;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.24;family;FroesePauly2018;fusiform;rounded;1.23;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;16;0.33;fam-ocean;FroesePauly2018;12;spe;FroesePauly2018;7;spe;FroesePauly2018
92;Agonidae;Hypsagonus;quadricornis;S;Hypsagonus quadricornis;1;67;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.24;family;FroesePauly2018;fusiform;rounded;1.23;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;19;0.46;fam-FAO;FroesePauly2018;12;spe;FroesePauly2018;7;spe;FroesePauly2018
93;Agonidae;Hypsagonus;quadricornis;S;Hypsagonus quadricornis;2;67;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.24;family;FroesePauly2018;fusiform;rounded;1.23;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;19;0.46;fam-FAO;FroesePauly2018;12;spe;FroesePauly2018;7;spe;FroesePauly2018
94;Agonidae;Hypsagonus;quadricornis;S;Hypsagonus quadricornis;65;61;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.24;family;FroesePauly2018;fusiform;rounded;1.23;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;16;0.33;fam-ocean;FroesePauly2018;12;spe;FroesePauly2018;7;spe;FroesePauly2018
95;Agonidae;Hypsagonus;quadricornis;S;Hypsagonus quadricornis;65;67;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.24;family;FroesePauly2018;fusiform;rounded;1.23;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;19;0.46;fam-FAO;FroesePauly2018;12;spe;FroesePauly2018;7;spe;FroesePauly2018
96;Agonidae;Leptagonus;decagonus;S;Leptagonus decagonus;1;61;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.21;spe;FroesePauly2018;elongated;rounded;0.44;spe;FroesePauly2018;2;spe;Wiedmann2014;non-guarder;FroesePauly2018;3;spe;Wienerroither2012;1197;gen-ocean;FroesePauly2018;16;0.33;fam-ocean;FroesePauly2018;19;spe-FAO;FroesePauly2018;11;spe;Wiedmann2014
97;Agonidae;Leptagonus;decagonus;S;Leptagonus decagonus;1;67;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.21;spe;FroesePauly2018;elongated;rounded;0.44;spe;FroesePauly2018;2;spe;Wiedmann2014;non-guarder;FroesePauly2018;3;spe;Wienerroither2012;1197;gen-ocean;FroesePauly2018;19;0.46;fam-FAO;FroesePauly2018;25;spe-FAO;FroesePauly2018;11;spe;Wiedmann2014
98;Agonidae;Leptagonus;decagonus;S;Leptagonus decagonus;7;21;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.21;spe;FroesePauly2018;elongated;rounded;0.44;spe;FroesePauly2018;2;spe;Wiedmann2014;non-guarder;FroesePauly2018;3;spe;Wienerroither2012;1197;gen-ocean;FroesePauly2018;16;0.33;fam-ocean;FroesePauly2018;25;spe-FAO;FroesePauly2018;11;spe;Wiedmann2014
99;Agonidae;Leptagonus;decagonus;S;Leptagonus decagonus;8;21;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.21;spe;FroesePauly2018;elongated;rounded;0.44;spe;FroesePauly2018;2;spe;Wiedmann2014;non-guarder;FroesePauly2018;3;spe;Wienerroither2012;1197;gen-ocean;FroesePauly2018;16;0.33;fam-ocean;FroesePauly2018;25;spe-LME;FroesePauly2018;11;spe;Wiedmann2014
100;Agonidae;Leptagonus;decagonus;S;Leptagonus decagonus;9;21;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.21;spe;FroesePauly2018;elongated;rounded;0.44;spe;FroesePauly2018;2;spe;Wiedmann2014;non-guarder;FroesePauly2018;3;spe;Wienerroither2012;1197;spe-ocean;FroesePauly2018;16;0.33;fam-ocean;FroesePauly2018;25;spe-LME;FroesePauly2018;11;spe;Wiedmann2014
101;Agonidae;Leptagonus;decagonus;S;Leptagonus decagonus;18;21;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.21;spe;FroesePauly2018;elongated;rounded;0.44;spe;FroesePauly2018;2;spe;Wiedmann2014;non-guarder;FroesePauly2018;3;spe;Wienerroither2012;1197;spe-ocean;FroesePauly2018;16;0.33;fam-ocean;FroesePauly2018;25;spe-FAO;FroesePauly2018;11;spe;Wiedmann2014
102;Agonidae;Leptagonus;decagonus;S;Leptagonus decagonus;19;27;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.21;spe;FroesePauly2018;elongated;rounded;0.44;spe;FroesePauly2018;2;spe;Wiedmann2014;non-guarder;FroesePauly2018;3;spe;Wienerroither2012;1197;spe-ocean;FroesePauly2018;15;0.47;fam-FAO;FroesePauly2018;19;spe-FAO;FroesePauly2018;11;spe;Wiedmann2014
103;Agonidae;Leptagonus;decagonus;S;Leptagonus decagonus;20;27;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.21;spe;FroesePauly2018;elongated;rounded;0.44;spe;FroesePauly2018;2;spe;Wiedmann2014;non-guarder;FroesePauly2018;3;spe;Wienerroither2012;1197;spe-ocean;FroesePauly2018;15;0.47;fam-FAO;FroesePauly2018;21;spe;Wiedmann2014;11;spe;Wiedmann2014
104;Agonidae;Leptagonus;decagonus;S;Leptagonus decagonus;21;27;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.21;spe;FroesePauly2018;elongated;rounded;0.44;spe;FroesePauly2018;2;spe;Wiedmann2014;non-guarder;FroesePauly2018;3;spe;Wienerroither2012;1197;spe-ocean;FroesePauly2018;15;0.47;fam-FAO;FroesePauly2018;19;spe-FAO;FroesePauly2018;11;spe;Wiedmann2014
105;Agonidae;Leptagonus;decagonus;S;Leptagonus decagonus;22;27;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.21;spe;FroesePauly2018;elongated;rounded;0.44;spe;FroesePauly2018;2;spe;Wiedmann2014;non-guarder;FroesePauly2018;3;spe;Wienerroither2012;1197;spe-ocean;FroesePauly2018;15;0.47;fam-LME;FroesePauly2018;19;spe-FAO;FroesePauly2018;11;spe;Wiedmann2014
106;Agonidae;Leptagonus;decagonus;S;Leptagonus decagonus;54;61;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.21;spe;FroesePauly2018;elongated;rounded;0.44;spe;FroesePauly2018;2;spe;Wiedmann2014;non-guarder;FroesePauly2018;3;spe;Wienerroither2012;1197;spe-ocean;FroesePauly2018;16;0.33;fam-ocean;FroesePauly2018;19;spe-LME;FroesePauly2018;11;spe;Wiedmann2014
107;Agonidae;Leptagonus;decagonus;S;Leptagonus decagonus;59;27;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.21;spe;FroesePauly2018;elongated;rounded;0.44;spe;FroesePauly2018;2;spe;Wiedmann2014;non-guarder;FroesePauly2018;3;spe;Wienerroither2012;1197;spe-ocean;FroesePauly2018;15;0.47;fam-FAO;FroesePauly2018;19;spe-FAO;FroesePauly2018;11;spe;Wiedmann2014
108;Agonidae;Leptagonus;;G;Leptagonus;1;61;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.21;genus;FroesePauly2018;elongated;rounded;0.44;gen;FroesePauly2018;2;gen;Wiedmann2014;non-guarder;inferred from genus;3;gen;Wienerroither2012;1197;gen;FroesePauly2018;16;0.33;fam-ocean;FroesePauly2018;19;gen-FAO;FroesePauly2018;11;gen;Wiedmann2014
109;Agonidae;Leptagonus;;G;Leptagonus;1;67;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.21;genus;FroesePauly2018;elongated;rounded;0.44;gen;FroesePauly2018;2;gen;Wiedmann2014;non-guarder;inferred from genus;3;gen;Wienerroither2012;1197;gen;FroesePauly2018;19;0.46;fam-FAO;FroesePauly2018;25;gen-FAO;FroesePauly2018;11;gen;Wiedmann2014
110;Agonidae;Leptagonus;;G;Leptagonus;2;67;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.21;genus;FroesePauly2018;elongated;rounded;0.44;gen;FroesePauly2018;2;gen;Wiedmann2014;non-guarder;inferred from genus;3;gen;Wienerroither2012;1197;gen;FroesePauly2018;19;0.46;fam-FAO;FroesePauly2018;25;gen-LME;FroesePauly2018;11;gen;Wiedmann2014
111;Agonidae;Leptagonus;;G;Leptagonus;54;61;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.21;genus;FroesePauly2018;elongated;rounded;0.44;gen;FroesePauly2018;2;gen;Wiedmann2014;non-guarder;inferred from genus;3;gen;Wienerroither2012;1197;gen;FroesePauly2018;16;0.33;fam-ocean;FroesePauly2018;19;gen-LME;FroesePauly2018;11;gen;Wiedmann2014
112;Agonidae;Occella;dodecaedron;S;Occella dodecaedron;1;61;demersal;FroesePauly2018, OBIS2018;planktivorous;FroesePauly2018;3.24;family;FroesePauly2018;elongated;rounded;0.72;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;16;0.33;fam-ocean;FroesePauly2018;22;spe;FroesePauly2018;7;fam;FroesePauly2018
113;Agonidae;Occella;dodecaedron;S;Occella dodecaedron;1;67;demersal;FroesePauly2018, OBIS2018;planktivorous;FroesePauly2018;3.24;family;FroesePauly2018;elongated;rounded;0.72;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;19;0.46;fam-FAO;FroesePauly2018;22;spe;FroesePauly2018;7;fam;FroesePauly2018
114;Agonidae;Occella;dodecaedron;S;Occella dodecaedron;54;61;demersal;FroesePauly2018, OBIS2018;planktivorous;FroesePauly2018;3.24;family;FroesePauly2018;elongated;rounded;0.72;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;FroesePauly2018;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;16;0.33;fam-ocean;FroesePauly2018;22;spe;FroesePauly2018;7;fam;FroesePauly2018
115;Agonidae;Odontopyxis;trispinosa;S;Odontopyxis trispinosa;1;67;demersal;FroesePauly2018, OBIS2018;planktivorous;FroesePauly2018;3.17;spe;FroesePauly2018;elongated;rounded;1.2;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;inferred from family;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;19;0.46;fam-FAO;FroesePauly2018;10;spe;FroesePauly2018;7;fam-FAO;FroesePauly2018
116;Agonidae;Odontopyxis;trispinosa;S;Odontopyxis trispinosa;2;67;demersal;FroesePauly2018, OBIS2018;planktivorous;FroesePauly2018;3.17;spe;FroesePauly2018;elongated;rounded;1.2;spe;FroesePauly2018;1.87;fam;FroesePauly2018;non-guarder;inferred from family;4.7;fam-ocean;FroesePauly2019;1873;fam-ocean;FroesePauly2018;19;0.46;fam-FAO;FroesePauly2018;10;spe;FroesePauly2018;7;fam-FAO;FroesePauly2018
