Id;family;genus;species;taxonomic.rank;taxon;LME;FAO;habitat;reference.habitat;feeding.mode;reference.feeding.mode;tl;level.tl;reference.tl;body.shape;fin.shape;AR;level.AR;reference.AR;offspring.size;level.offspring.size;reference.offspring.size;spawning.type;reference.spawning.type;age.maturity;level.age.maturity;reference.age.maturity;fecundity;level.fecundity;reference.fecundity;length.infinity;growth.coefficient;level.growth;reference.growth;length.max;level.length.max;reference.length.max;age.max;level.age.max;reference.age.max
3681;Paralichthyidae;Etropus;cyclosquamus;S;Etropus cyclosquamus;6;31;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.47;genus;FroesePauly2018;flat;rounded;1.1;gen;FroesePauly2018;1.09;fam;FroesePauly2018;non-guarder;inferred from family;0.8;gen;Reichert1999;23150000;fam-ocean;FroesePauly2018;22;0.46;gen-FAO;FroesePauly2018;9;spe;FroesePauly2018;1.2;gen-LME;FroesePauly2018
3682;Paralichthyidae;Etropus;microstomus;S;Etropus microstomus;5;31;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.47;genus;FroesePauly2018;flat;rounded;0.97;spe;FroesePauly2018;1.09;fam;FroesePauly2018;non-guarder;inferred from family;0.8;gen;Reichert1999;23150000;fam-ocean;FroesePauly2018;22;0.46;gen-LME;FroesePauly2018;13;spe;FroesePauly2018;1.2;gen-LME;FroesePauly2018
3683;Paralichthyidae;Etropus;microstomus;S;Etropus microstomus;6;21;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.47;genus;FroesePauly2018;flat;rounded;0.97;spe;FroesePauly2018;1.09;fam;FroesePauly2018;non-guarder;inferred from family;0.8;gen;Reichert1999;23150000;fam-ocean;FroesePauly2018;22;0.46;gen-ocean;FroesePauly2018;13;spe;FroesePauly2018;1.2;gen-LME;FroesePauly2018
3684;Paralichthyidae;Etropus;microstomus;S;Etropus microstomus;6;31;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.47;genus;FroesePauly2018;flat;rounded;0.97;spe;FroesePauly2018;1.09;fam;FroesePauly2018;non-guarder;inferred from family;0.8;gen;Reichert1999;23150000;fam-ocean;FroesePauly2018;22;0.46;gen-FAO;FroesePauly2018;13;spe;FroesePauly2018;1.2;gen-LME;FroesePauly2018
3685;Paralichthyidae;Etropus;microstomus;S;Etropus microstomus;7;21;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.47;genus;FroesePauly2018;flat;rounded;0.97;spe;FroesePauly2018;1.09;fam;FroesePauly2018;non-guarder;inferred from family;0.8;gen;Reichert1999;23150000;fam-ocean;FroesePauly2018;22;0.46;gen-ocean;FroesePauly2018;13;spe;FroesePauly2018;1.2;gen-LME;FroesePauly2018
3686;Paralichthyidae;Etropus;rimosus;S;Etropus rimosus;5;31;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.47;genus;FroesePauly2018;flat;rounded;1.27;spe;FroesePauly2018;1.09;fam;FroesePauly2018;non-guarder;inferred from family;0.8;gen;Reichert1999;23150000;fam-ocean;FroesePauly2018;22;0.46;gen-LME;FroesePauly2018;13;spe;FroesePauly2018;1.2;gen-LME;FroesePauly2018
3687;Paralichthyidae;Etropus;rimosus;S;Etropus rimosus;6;21;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.47;genus;FroesePauly2018;flat;rounded;1.27;spe;FroesePauly2018;1.09;fam;FroesePauly2018;non-guarder;inferred from family;0.8;gen;Reichert1999;23150000;fam-ocean;FroesePauly2018;22;0.46;gen-ocean;FroesePauly2018;13;spe;FroesePauly2018;1.2;gen-FAO;FroesePauly2018
3688;Paralichthyidae;Etropus;rimosus;S;Etropus rimosus;6;31;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.47;genus;FroesePauly2018;flat;rounded;1.27;spe;FroesePauly2018;1.09;fam;FroesePauly2018;non-guarder;inferred from family;0.8;gen;Reichert1999;23150000;fam-ocean;FroesePauly2018;22;0.46;gen-FAO;FroesePauly2018;13;spe;FroesePauly2018;1.2;gen-LME;FroesePauly2018
3689;Paralichthyidae;Etropus;rimosus;S;Etropus rimosus;7;21;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.47;genus;FroesePauly2018;flat;rounded;1.27;spe;FroesePauly2018;1.09;fam;FroesePauly2018;non-guarder;inferred from family;0.8;gen;Reichert1999;23150000;fam-ocean;FroesePauly2018;22;0.46;gen-ocean;FroesePauly2018;13;spe;FroesePauly2018;1.2;gen-LME;FroesePauly2018
3690;Paralichthyidae;Etropus;;G;Etropus;5;31;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.47;genus;FroesePauly2018;flat;rounded;1.1;gen;FroesePauly2018;1.09;fam;FroesePauly2018;non-guarder;inferred from family;0.8;gen;Reichert1999;23150000;fam-ocean;FroesePauly2018;22;0.46;gen-FAO;FroesePauly2018;16;gen-LME;FroesePauly2018;1.2;gen-FAO;FroesePauly2018
3691;Paralichthyidae;Etropus;;G;Etropus;6;21;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.47;genus;FroesePauly2018;flat;rounded;1.1;gen;FroesePauly2018;1.09;fam;FroesePauly2018;non-guarder;inferred from family;0.8;gen;Reichert1999;23150000;fam-ocean;FroesePauly2018;22;0.46;gen-ocean;FroesePauly2018;16;gen-LME;FroesePauly2018;1.2;gen-FAO;FroesePauly2018
3692;Paralichthyidae;Etropus;;G;Etropus;6;31;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.47;genus;FroesePauly2018;flat;rounded;1.1;gen;FroesePauly2018;1.09;fam;FroesePauly2018;non-guarder;inferred from family;0.8;gen;Reichert1999;23150000;fam-ocean;FroesePauly2018;22;0.46;gen-FAO;FroesePauly2018;16;gen-LME;FroesePauly2018;1.2;gen-FAO;FroesePauly2018
3693;Paralichthyidae;Etropus;;G;Etropus;7;21;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;3.47;genus;FroesePauly2018;flat;rounded;1.1;gen;FroesePauly2018;1.09;fam;FroesePauly2018;non-guarder;inferred from family;0.8;gen;Reichert1999;23150000;fam-ocean;FroesePauly2018;22;0.46;gen-ocean;FroesePauly2018;16;gen-LME;FroesePauly2018;1.2;gen-FAO;FroesePauly2018
3694;Paralichthyidae;Gastropsetta;frontalis;S;Gastropsetta frontalis;5;31;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.79;family;FroesePauly2018;flat;rounded;1.47;spe;FroesePauly2018;1.09;fam;FroesePauly2018;non-guarder;inferred from family;2.8;fam-ocean;FroesePauly2019;23150000;fam-ocean;FroesePauly2018;46;0.27;fam-LME;FroesePauly2018;25;spe;FroesePauly2018;7.2;fam-LME;FroesePauly2018
3695;Paralichthyidae;Gastropsetta;frontalis;S;Gastropsetta frontalis;6;21;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.79;family;FroesePauly2018;flat;rounded;1.47;spe;FroesePauly2018;1.09;fam;FroesePauly2018;non-guarder;inferred from family;2.8;fam-ocean;FroesePauly2019;23150000;fam-ocean;FroesePauly2018;81;0.22;fam-LME;FroesePauly2018;25;spe;FroesePauly2018;7.2;fam-LME;FroesePauly2018
3696;Paralichthyidae;Gastropsetta;frontalis;S;Gastropsetta frontalis;6;31;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.79;family;FroesePauly2018;flat;rounded;1.47;spe;FroesePauly2018;1.09;fam;FroesePauly2018;non-guarder;inferred from family;2.8;fam-ocean;FroesePauly2019;23150000;fam-ocean;FroesePauly2018;81;0.22;fam-LME;FroesePauly2018;25;spe;FroesePauly2018;6.9;fam-LME;FroesePauly2018
3697;Paralichthyidae;Hippoglossina;oblonga;S;Hippoglossina oblonga;6;21;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.87;genus;FroesePauly2018;flat;rounded;0.86;spe;FroesePauly2018;1.02;spe;FroesePauly2018;non-guarder;inferred from family;3;gen-ocean;FroesePauly2019;23150000;fam-ocean;FroesePauly2018;81;0.22;fam-LME;FroesePauly2018;41;spe;FroesePauly2018;7.2;fam-LME;FroesePauly2018
3698;Paralichthyidae;Hippoglossina;oblonga;S;Hippoglossina oblonga;6;31;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.87;genus;FroesePauly2018;flat;rounded;0.86;spe;FroesePauly2018;1.02;spe;FroesePauly2018;non-guarder;inferred from family;3;gen-ocean;FroesePauly2019;23150000;fam-ocean;FroesePauly2018;81;0.22;fam-LME;FroesePauly2018;41;spe;FroesePauly2018;7.2;fam-LME;FroesePauly2018
3699;Paralichthyidae;Hippoglossina;oblonga;S;Hippoglossina oblonga;7;21;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.87;genus;FroesePauly2018;flat;rounded;0.86;spe;FroesePauly2018;1.02;spe;FroesePauly2018;non-guarder;inferred from family;3;gen-ocean;FroesePauly2019;23150000;fam-ocean;FroesePauly2018;65;0.18;fam-ocean;FroesePauly2018;41;spe;FroesePauly2018;7.2;fam-LME;FroesePauly2018
3700;Paralichthyidae;Hippoglossina;oblonga;S;Hippoglossina oblonga;8;21;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.87;genus;FroesePauly2018;flat;rounded;0.86;spe;FroesePauly2018;1.02;spe;FroesePauly2018;non-guarder;inferred from family;3;gen-ocean;FroesePauly2019;23150000;fam-ocean;FroesePauly2018;65;0.18;fam-ocean;FroesePauly2018;41;spe;FroesePauly2018;7.2;fam-FAO;FroesePauly2018
3701;Paralichthyidae;Hippoglossina;stomata;S;Hippoglossina stomata;3;21;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.87;genus;FroesePauly2018;flat;rounded;0.99;spe;FroesePauly2018;1.02;gen;FroesePauly2018;non-guarder;inferred from family;3;spe-ocean;FroesePauly2019;23150000;fam-ocean;FroesePauly2018;65;0.18;fam-ocean;FroesePauly2018;40;spe;FroesePauly2018;7.2;fam-FAO;FroesePauly2018
3702;Paralichthyidae;Hippoglossina;stomata;S;Hippoglossina stomata;3;77;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.87;genus;FroesePauly2018;flat;rounded;0.99;spe;FroesePauly2018;1.02;gen;FroesePauly2018;non-guarder;inferred from family;3;spe-ocean;FroesePauly2019;23150000;fam-ocean;FroesePauly2018;101;0.09;fam-LME;FroesePauly2018;40;spe;FroesePauly2018;6.9;fam-LME;FroesePauly2018
3703;Paralichthyidae;Paralichthys;albigutta;S;Paralichthys albigutta;5;31;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;4.49;genus;FroesePauly2018;flat;rounded;1.56;gen;FroesePauly2018;1.09;gen;FroesePauly2018;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;23150000;gen-ocean;FroesePauly2018;75;0.22;gen-LME;FroesePauly2018;71;spe;FroesePauly2018;8.5;gen-LME;FroesePauly2018
3704;Paralichthyidae;Paralichthys;albigutta;S;Paralichthys albigutta;6;21;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;4.49;genus;FroesePauly2018;flat;rounded;1.56;gen;FroesePauly2018;1.09;gen;FroesePauly2018;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;23150000;gen-ocean;FroesePauly2018;81;0.22;gen-LME;FroesePauly2018;71;spe;FroesePauly2018;8.5;gen-LME;FroesePauly2018
3705;Paralichthyidae;Paralichthys;albigutta;S;Paralichthys albigutta;6;31;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;4.49;genus;FroesePauly2018;flat;rounded;1.56;gen;FroesePauly2018;1.09;gen;FroesePauly2018;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;23150000;gen-ocean;FroesePauly2018;81;0.22;gen-LME;FroesePauly2018;71;spe;FroesePauly2018;8.5;gen-LME;FroesePauly2018
3706;Paralichthyidae;Paralichthys;albigutta;S;Paralichthys albigutta;7;21;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;4.49;genus;FroesePauly2018;flat;rounded;1.56;gen;FroesePauly2018;1.09;gen;FroesePauly2018;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;23150000;gen-ocean;FroesePauly2018;89;0.16;gen-ocean;FroesePauly2018;71;spe;FroesePauly2018;8.5;gen-LME;FroesePauly2018
3707;Paralichthyidae;Paralichthys;californicus;S;Paralichthys californicus;2;67;demersal;FroesePauly2018, OBIS2018;piscivorous;FroesePauly2018;4.5;spe;FroesePauly2018;flat;rounded;1.21;spe;FroesePauly2018;1.09;gen;FroesePauly2018;non-guarder;inferred from genus;3;spe-ocean;FroesePauly2019;23150000;gen-ocean;FroesePauly2018;118;0.09;spe-FAO;FroesePauly2018;152;spe;FroesePauly2018;13;spe-FAO;FroesePauly2018
3708;Paralichthyidae;Paralichthys;californicus;S;Paralichthys californicus;3;67;demersal;FroesePauly2018, OBIS2018;piscivorous;FroesePauly2018;4.5;spe;FroesePauly2018;flat;rounded;1.21;spe;FroesePauly2018;1.09;gen;FroesePauly2018;non-guarder;inferred from genus;3;spe-ocean;FroesePauly2019;23150000;gen-ocean;FroesePauly2018;118;0.09;spe-LME;FroesePauly2018;152;spe;FroesePauly2018;13;spe-LME;FroesePauly2018
3709;Paralichthyidae;Paralichthys;californicus;S;Paralichthys californicus;3;77;demersal;FroesePauly2018, OBIS2018;piscivorous;FroesePauly2018;4.5;spe;FroesePauly2018;flat;rounded;1.21;spe;FroesePauly2018;1.09;gen;FroesePauly2018;non-guarder;inferred from genus;3;spe-ocean;FroesePauly2019;23150000;gen-ocean;FroesePauly2018;118;0.09;spe-LME;FroesePauly2018;152;spe;FroesePauly2018;13;spe-LME;FroesePauly2018
3710;Paralichthyidae;Paralichthys;dentatus;S;Paralichthys dentatus;5;31;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;4.49;spe;FroesePauly2018;flat;rounded;1.4;spe;FroesePauly2018;0.82;spe;FroesePauly2018;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;23150000;gen-ocean;FroesePauly2018;86;0.22;spe-FAO;FroesePauly2018;94;spe-LME;FroesePauly2018;9;spe-LME;FroesePauly2018
3711;Paralichthyidae;Paralichthys;dentatus;S;Paralichthys dentatus;6;21;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;4.49;spe;FroesePauly2018;flat;rounded;1.4;spe;FroesePauly2018;0.82;spe;FroesePauly2018;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;23150000;gen-ocean;FroesePauly2018;86;0.22;spe-LME;FroesePauly2018;94;spe-LME;FroesePauly2018;9;spe-LME;FroesePauly2018
3712;Paralichthyidae;Paralichthys;dentatus;S;Paralichthys dentatus;6;31;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;4.49;spe;FroesePauly2018;flat;rounded;1.4;spe;FroesePauly2018;0.82;spe;FroesePauly2018;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;23150000;gen-ocean;FroesePauly2018;86;0.22;spe-LME;FroesePauly2018;94;spe-LME;FroesePauly2018;9;spe-LME;FroesePauly2018
3713;Paralichthyidae;Paralichthys;dentatus;S;Paralichthys dentatus;7;21;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;4.49;spe;FroesePauly2018;flat;rounded;1.4;spe;FroesePauly2018;0.82;spe;FroesePauly2018;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;23150000;gen-ocean;FroesePauly2018;86;0.22;spe-ocean;FroesePauly2018;94;spe-LME;FroesePauly2018;9;spe-LME;FroesePauly2018
3714;Paralichthyidae;Paralichthys;dentatus;S;Paralichthys dentatus;8;21;demersal;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;4.49;spe;FroesePauly2018;flat;rounded;1.4;spe;FroesePauly2018;0.82;spe;FroesePauly2018;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;23150000;gen-ocean;FroesePauly2018;86;0.22;spe-ocean;FroesePauly2018;94;spe-FAO;FroesePauly2018;9;spe-FAO;FroesePauly2018
3715;Paralichthyidae;Paralichthys;lethostigma;S;Paralichthys lethostigma;5;31;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.48;spe;FroesePauly2018;flat;rounded;1.1;spe;FroesePauly2018;1.09;gen;FroesePauly2018;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;23150000;gen-ocean;FroesePauly2018;75;0.22;spe-LME;FroesePauly2018;76;spe-LME;FroesePauly2018;6;spe-LME;FroesePauly2018
3716;Paralichthyidae;Paralichthys;lethostigma;S;Paralichthys lethostigma;6;21;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.48;spe;FroesePauly2018;flat;rounded;1.1;spe;FroesePauly2018;1.09;gen;FroesePauly2018;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;23150000;gen-ocean;FroesePauly2018;76;0.23;spe-LME;FroesePauly2018;76;spe-LME;FroesePauly2018;6;spe-LME;FroesePauly2018
3717;Paralichthyidae;Paralichthys;lethostigma;S;Paralichthys lethostigma;6;31;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.48;spe;FroesePauly2018;flat;rounded;1.1;spe;FroesePauly2018;1.09;gen;FroesePauly2018;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;23150000;gen-ocean;FroesePauly2018;76;0.23;spe-LME;FroesePauly2018;76;spe-LME;FroesePauly2018;6;spe-LME;FroesePauly2018
3718;Paralichthyidae;Paralichthys;lethostigma;S;Paralichthys lethostigma;7;21;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.48;spe;FroesePauly2018;flat;rounded;1.1;spe;FroesePauly2018;1.09;gen;FroesePauly2018;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;23150000;gen-ocean;FroesePauly2018;76;0.22;spe-ocean;FroesePauly2018;76;spe-LME;FroesePauly2018;6;spe-LME;FroesePauly2018
3719;Paralichthyidae;Paralichthys;squamilentus;S;Paralichthys squamilentus;5;31;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;4.49;genus;FroesePauly2018;flat;rounded;1.85;spe;FroesePauly2018;1.09;gen;FroesePauly2018;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;23150000;gen-ocean;FroesePauly2018;75;0.22;gen-LME;FroesePauly2018;46;spe;FroesePauly2018;8.5;gen-LME;FroesePauly2018
3720;Paralichthyidae;Paralichthys;squamilentus;S;Paralichthys squamilentus;6;21;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;4.49;genus;FroesePauly2018;flat;rounded;1.85;spe;FroesePauly2018;1.09;gen;FroesePauly2018;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;23150000;gen-ocean;FroesePauly2018;81;0.22;gen-LME;FroesePauly2018;46;spe;FroesePauly2018;8.5;gen-LME;FroesePauly2018
3721;Paralichthyidae;Paralichthys;squamilentus;S;Paralichthys squamilentus;6;31;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;4.49;genus;FroesePauly2018;flat;rounded;1.85;spe;FroesePauly2018;1.09;gen;FroesePauly2018;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;23150000;gen-ocean;FroesePauly2018;81;0.22;gen-LME;FroesePauly2018;46;spe;FroesePauly2018;8.5;gen-LME;FroesePauly2018
3722;Paralichthyidae;Paralichthys;squamilentus;S;Paralichthys squamilentus;7;21;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;4.49;genus;FroesePauly2018;flat;rounded;1.85;spe;FroesePauly2018;1.09;gen;FroesePauly2018;non-guarder;FroesePauly2018;3;gen-ocean;FroesePauly2019;23150000;gen-ocean;FroesePauly2018;89;0.16;gen-ocean;FroesePauly2018;46;spe;FroesePauly2018;8.5;gen-FAO;FroesePauly2018
3723;Paralichthyidae;Paralichthys;tropicus;S;Paralichthys tropicus;5;31;reef-associated;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;4.49;genus;FroesePauly2018;flat;rounded;2.03;spe;FroesePauly2018;1.09;gen;FroesePauly2018;non-guarder;inferred from genus;3;gen-ocean;FroesePauly2019;23150000;gen-ocean;FroesePauly2018;78;0.22;gen-FAO;FroesePauly2018;50;spe;FroesePauly2018;8.5;gen-FAO;FroesePauly2018
3724;Paralichthyidae;Paralichthys;;G;Paralichthys;5;31;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;4.49;genus;FroesePauly2018;flat;rounded;1.56;gen;FroesePauly2018;1.09;gen;FroesePauly2018;non-guarder;inferred from genus;3;gen-ocean;FroesePauly2019;23150000;gen-ocean;FroesePauly2018;78;0.22;gen-FAO;FroesePauly2018;71;gen-LME;FroesePauly2018;8.5;gen-FAO;FroesePauly2018
3725;Paralichthyidae;Paralichthys;;G;Paralichthys;6;31;demersal;FroesePauly2018, OBIS2018;benthivorous;inferred from genus;4.49;genus;FroesePauly2018;flat;rounded;1.56;gen;FroesePauly2018;1.09;gen;FroesePauly2018;non-guarder;inferred from genus;3;gen-ocean;FroesePauly2019;23150000;gen-ocean;FroesePauly2018;78;0.22;gen-FAO;FroesePauly2018;71;gen-LME;FroesePauly2018;8.5;gen-FAO;FroesePauly2018
3726;Paralichthyidae;Syacium;gunteri;S;Syacium gunteri;5;31;reef-associated;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.26;spe;FroesePauly2018;flat;rounded;1.52;spe;FroesePauly2018;1.09;fam;FroesePauly2018;non-guarder;inferred from family;2.8;fam-ocean;FroesePauly2019;23150000;fam-ocean;FroesePauly2018;46;0.27;fam-LME;FroesePauly2018;20;spe;FroesePauly2018;6.9;fam-LME;FroesePauly2018
3727;Paralichthyidae;Syacium;micrurum;S;Syacium micrurum;5;31;benthopelagic;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.27;spe;FroesePauly2018;flat;rounded;1.48;spe;FroesePauly2018;1.09;fam;FroesePauly2018;non-guarder;inferred from family;2.8;fam-ocean;FroesePauly2019;23150000;fam-ocean;FroesePauly2018;46;0.27;fam-LME;FroesePauly2018;40;spe;FroesePauly2018;6.9;fam-LME;FroesePauly2018
3728;Paralichthyidae;Syacium;micrurum;S;Syacium micrurum;6;31;benthopelagic;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.27;spe;FroesePauly2018;flat;rounded;1.48;spe;FroesePauly2018;1.09;fam;FroesePauly2018;non-guarder;inferred from family;2.8;fam-ocean;FroesePauly2019;23150000;fam-ocean;FroesePauly2018;81;0.22;fam-LME;FroesePauly2018;40;spe;FroesePauly2018;7.2;fam-LME;FroesePauly2018
3729;Paralichthyidae;Syacium;papillosum;S;Syacium papillosum;5;31;reef-associated;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.59;spe;FroesePauly2018;flat;rounded;1.45;spe;FroesePauly2018;1.09;fam;FroesePauly2018;non-guarder;inferred from family;2.8;fam-ocean;FroesePauly2019;23150000;fam-ocean;FroesePauly2018;46;0.27;fam-LME;FroesePauly2018;30;spe;FroesePauly2018;7.2;fam-LME;FroesePauly2018
3730;Paralichthyidae;Syacium;papillosum;S;Syacium papillosum;6;21;reef-associated;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.59;spe;FroesePauly2018;flat;rounded;1.45;spe;FroesePauly2018;1.09;fam;FroesePauly2018;non-guarder;inferred from family;2.8;fam-ocean;FroesePauly2019;23150000;fam-ocean;FroesePauly2018;81;0.22;fam-LME;FroesePauly2018;30;spe;FroesePauly2018;6.9;fam-LME;FroesePauly2018
3731;Paralichthyidae;Syacium;papillosum;S;Syacium papillosum;6;31;reef-associated;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.59;spe;FroesePauly2018;flat;rounded;1.45;spe;FroesePauly2018;1.09;fam;FroesePauly2018;non-guarder;inferred from family;2.8;fam-ocean;FroesePauly2019;23150000;fam-ocean;FroesePauly2018;81;0.22;fam-LME;FroesePauly2018;30;spe;FroesePauly2018;7.2;fam-LME;FroesePauly2018
3732;Paralichthyidae;Syacium;papillosum;S;Syacium papillosum;7;21;reef-associated;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;3.59;spe;FroesePauly2018;flat;rounded;1.45;spe;FroesePauly2018;1.09;fam;FroesePauly2018;non-guarder;inferred from family;2.8;fam-ocean;FroesePauly2019;23150000;fam-ocean;FroesePauly2018;65;0.18;fam-ocean;FroesePauly2018;30;spe;FroesePauly2018;7.2;fam-LME;FroesePauly2018
3733;Paralichthyidae;Syacium;;G;Syacium;5;31;reef-associated;FroesePauly2018, OBIS2018;generalist;inferred from genus;3.59;genus;FroesePauly2018;flat;rounded;1.5;gen;FroesePauly2018;1.09;fam;FroesePauly2018;non-guarder;inferred from family;2.8;fam-ocean;FroesePauly2019;23150000;fam-ocean;FroesePauly2018;56;0.24;fam-FAO;FroesePauly2018;25;gen;FroesePauly2018;6.9;fam-FAO;FroesePauly2018
3734;Paralichthyidae;Xystreurys;liolepis;S;Xystreurys liolepis;3;77;demersal;FroesePauly2018, OBIS2018;benthivorous;FroesePauly2018;3.5;spe;FroesePauly2018;flat;rounded;1.15;spe;FroesePauly2018;1.09;fam;FroesePauly2018;non-guarder;inferred from family;2.8;fam-ocean;FroesePauly2019;23150000;fam-ocean;FroesePauly2018;101;0.09;fam-LME;FroesePauly2018;64;spe;FroesePauly2018;6.9;fam-LME;FroesePauly2018
3735;Paralichthyidae;;;F;Paralichthyidae;5;31;non-pelagic;FroesePauly2018, OBIS2018;generalist;inferred from family;3.79;family;FroesePauly2018;flat;rounded;1.26;fam;FroesePauly2018;1.09;fam;FroesePauly2018;non-guarder;inferred from family;2.8;fam-ocean;FroesePauly2019;23150000;fam-ocean;FroesePauly2018;56;0.24;fam-FAO;FroesePauly2018;57;fam-LME;FroesePauly2018;6.9;fam-FAO;FroesePauly2018
3736;Parazenidae;Cyttopsis;rosea;S;Cyttopsis rosea;5;31;bathypelagic;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;4.01;spe;FroesePauly2018;compressiform;rounded;1.07;spe;FroesePauly2018;;;;non-guarder;FroesePauly2018;;;;;;;;;;;31;spe;FroesePauly2018;;;
3737;Parazenidae;Cyttopsis;rosea;S;Cyttopsis rosea;6;21;bathypelagic;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;4.01;spe;FroesePauly2018;compressiform;rounded;1.07;spe;FroesePauly2018;;;;non-guarder;FroesePauly2018;;;;;;;;;;;31;spe;FroesePauly2018;;;
3738;Parazenidae;Cyttopsis;rosea;S;Cyttopsis rosea;7;21;bathypelagic;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;4.01;spe;FroesePauly2018;compressiform;rounded;1.07;spe;FroesePauly2018;;;;non-guarder;FroesePauly2018;;;;;;;;;;;31;spe;FroesePauly2018;;;
3739;Parazenidae;Cyttopsis;rosea;S;Cyttopsis rosea;8;21;bathypelagic;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;4.01;spe;FroesePauly2018;compressiform;rounded;1.07;spe;FroesePauly2018;;;;non-guarder;FroesePauly2018;;;;;;;;;;;31;spe;FroesePauly2018;;;
3740;Parazenidae;Cyttopsis;rosea;S;Cyttopsis rosea;24;27;bathypelagic;FroesePauly2018, OBIS2018;generalist;FroesePauly2018;4.01;spe;FroesePauly2018;compressiform;rounded;1.07;spe;FroesePauly2018;;;;non-guarder;FroesePauly2018;;;;;;;;;;;31;spe;FroesePauly2018;;;
